"student_number","academic_year","school_name","region","grade_level_id","enrollment_status","graduate","took_test","exam_name","ap_result","admin_year","ib_school","ap_group","passed","cum_passed","subject","tcp_course_code","grade"
108028259,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028263,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,2,NA,NA,NA
108028263,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",5,13,TRUE,"Spanish",TRUE,3,"Spanish",NA,NA
108028263,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,3,NA,NA,NA
108028263,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",3,13,TRUE,"Humanities",TRUE,4,"History",NA,NA
108028270,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028270,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028270,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States History",2,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108028272,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"Spanish Language and Culture",5,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028272,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028272,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States History",2,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108028273,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,2,"Spanish",NA,NA
108028273,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,2,NA,NA,NA
108028273,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States History",2,13,TRUE,"Humanities",FALSE,2,"History",NA,NA
108028275,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028275,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028275,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108028276,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028276,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028276,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108028279,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",3,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028279,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028279,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108028281,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028281,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028281,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028285,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",2,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108028285,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028285,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028286,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108028286,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028286,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028287,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",2,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108028287,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028287,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028288,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",3,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028288,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028288,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108028290,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",2,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108028290,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028290,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028291,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",4,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028291,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028291,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",3,13,TRUE,"Humanities",TRUE,2,"History",NA,NA
108028297,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028297,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028297,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028299,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,0,NA,NA,NA
108028299,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",5,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028299,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028299,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108028301,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028301,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028302,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028302,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028307,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028307,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028311,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108028312,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,1,"English",NA,NA
108028312,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028312,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028313,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,3,"English",NA,NA
108028314,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",3,13,TRUE,"English",TRUE,3,"English",NA,NA
108028315,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,2,"English",NA,NA
108028316,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",2,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108028316,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028316,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028319,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108028320,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108028322,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028322,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028323,"2021-2022","Brownsville","Rio Grande Valley",11,2,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,2,"English",NA,NA
108028324,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,0,NA,NA,NA
108028324,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028327,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,1,"English",NA,NA
108028334,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
108028335,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",3,13,TRUE,"English",TRUE,3,"English",NA,NA
108028343,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,2,NA,NA,NA
108028343,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",3,13,TRUE,"Spanish",TRUE,3,"Spanish",NA,NA
108028343,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,3,NA,NA,NA
108028343,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",3,13,TRUE,"Humanities",TRUE,4,"History",NA,NA
108028345,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108028346,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",3,13,TRUE,"English",TRUE,2,"English",NA,NA
108028349,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,0,"English",NA,NA
108028355,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,2,"English",NA,NA
108028360,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",4,13,TRUE,"English",TRUE,6,"English",NA,NA
108028362,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",3,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108028362,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028362,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,1,"History",NA,NA
108028363,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,2,"English",NA,NA
108028371,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",3,13,TRUE,"English",TRUE,4,"English",NA,NA
108028372,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108028373,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"Spanish Language and Culture",1,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108028373,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028373,"2021-2022","Brownsville","Rio Grande Valley",10,2,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028379,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,1,"English",NA,NA
108028385,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108028391,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",1,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108028391,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028392,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",3,13,TRUE,"English",TRUE,6,"English",NA,NA
108028393,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"Computer Science Principles",1,13,TRUE,"Other",FALSE,1,NA,NA,NA
108028394,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028394,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"Spanish Language and Culture",1,13,TRUE,"Spanish",FALSE,0,"Spanish",NA,NA
108028394,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028394,"2021-2022","Brownsville","Rio Grande Valley",10,0,FALSE,1,"United States History",1,13,TRUE,"Humanities",FALSE,0,"History",NA,NA
108028395,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,3,"English",NA,NA
108028395,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"Physics 1",1,13,TRUE,"Science",FALSE,3,NA,NA,NA
108028397,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,1,"English",NA,NA
108028398,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,2,"English",NA,NA
108028403,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",3,13,TRUE,"English",TRUE,1,"English",NA,NA
108028404,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",2,13,TRUE,"English",FALSE,3,"English",NA,NA
108028406,"2021-2022","Brownsville","Rio Grande Valley",11,0,FALSE,1,"English Language and Composition",1,13,TRUE,"English",FALSE,1,"English",NA,NA
108028410,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Human Geography",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028410,"2021-2022","Brownsville","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028533,"2021-2022","South Flores","San Antonio",9,0,FALSE,1,"Art History",4,13,TRUE,"Other",TRUE,1,"Art",NA,NA
108028533,"2021-2022","South Flores","San Antonio",9,0,FALSE,1,"Human Geography",5,13,TRUE,"Humanities",TRUE,2,NA,NA,NA
108028895,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028895,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028903,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028903,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028912,"2021-2022","Donna","Rio Grande Valley",9,2,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028912,"2021-2022","Donna","Rio Grande Valley",9,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028913,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028913,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028915,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",3,13,TRUE,"Humanities",TRUE,1,NA,NA,NA
108028915,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028916,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028916,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028921,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",3,13,TRUE,"Humanities",TRUE,1,NA,NA,NA
108028921,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108028923,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028923,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028924,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028924,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028926,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028926,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028927,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028927,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028935,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028935,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028943,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028943,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028951,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028951,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028955,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028955,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028956,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028956,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028959,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028959,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028963,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028963,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028968,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028968,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028969,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028969,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028978,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028978,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028982,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028982,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028983,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028983,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028991,"2021-2022","Donna","Rio Grande Valley",9,2,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028991,"2021-2022","Donna","Rio Grande Valley",9,2,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028992,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028992,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028997,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108028997,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",2,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108029009,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108029009,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108029011,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"Microeconomics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108029011,"2021-2022","Donna","Rio Grande Valley",9,0,FALSE,1,"United States Government and Politics",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108029021,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Art History",1,13,TRUE,"Other",FALSE,0,"Art",NA,NA
108029021,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108029021,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"World History",1,13,TRUE,"Humanities",FALSE,0,NA,NA,NA
108029023,"2021-2022","Donna","Rio Grande Valley",10,2,FALSE,1,"Art History",1,13,TRUE,"Other",FALSE,0,"Art",NA,NA
108029023,"2021-2022","Donna","Rio Grande Valley",10,2,FALSE,1,"Computer Science Principles",2,13,TRUE,"Other",FALSE,0,NA,NA,NA
108029023,"2021-2022","Donna","Rio Grande Valley",10,2,FALSE,1,"Spanish Language and Culture",3,13,TRUE,"Spanish",TRUE,1,"Spanish",NA,NA
108029023,"2021-2022","Donna","Rio Grande Valley",10,2,FALSE,1,"World History",1,13,TRUE,"Humanities",FALSE,1,NA,NA,NA
108029027,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Art History",2,13,TRUE,"Other",FALSE,0,"Art",NA,NA
108029027,"2021-2022","Donna","Rio Grande Valley",10,0,FALSE,1,"Computer Science Principles",3,13,TRUE,"Other",TRUE,1,NA,NA,NA
